Invoice_ID,Sale_Date,State,City,Salesperson,Customer_Type,Brand,Model,Segment,Fuel_Type,Transmission,ExShowroom_Price,RTO,Insurance,Accessories,Discount,Final_Sale_Price,Cost_Price,Profit,Profit_Margin_%
INV3806,2024-06-21,Madhya Pradesh,Jabalpur,Liam Brahmbhatt,Individual,MG,Hector,SUV,Petrol,Automatic,2011619,239336.46,69457.94,36995,12915,2344493.4,1755900.96,588592.44,25.11
INV3807,2025-04-25,Madhya Pradesh,Jabalpur,Gautam Savant,Individual,Mahindra,Scorpio-N,SUV,CNG,Automatic,2197309,193168.89,84424.79,46833,20875,2500860.68,1924414.76,576445.91,23.05
INV3808,2024-03-28,Madhya Pradesh,Bhopal,Jyoti Hans,Corporate,Tata,Punch,Hatchback,CNG,Manual,971531,87924.93,34329.75,38190,39881,1092094.68,869902.38,222192.29,20.35
INV3809,2024-03-10,Madhya Pradesh,Indore,Chaman Kadakia,Corporate,Kia,Seltos,SUV,Petrol,Automatic,1854248,167080.22,50072.14,29926,59734,2041592.36,1722425.33,319167.03,15.63
INV3810,2025-07-19,Karnataka,Bangalore,Akshay Sharma,Corporate,Tata,Nexon,SUV,Diesel,Manual,1208071,140323.9,30842.41,44962,17475,1406724.31,1094157.85,312566.45,22.22
INV3811,2025-06-08,Madhya Pradesh,Bhopal,Leela Parekh,Government,Toyota,Innova Crysta,MPV,Diesel,Automatic,1945798,233477.88,63253.9,8729,27661,2223597.77,1763091.3,460506.47,20.71
INV3812,2024-08-29,Madhya Pradesh,Bhopal,Omaja Choudhry,Individual,Tata,Nexon,SUV,Diesel,Automatic,1067089,96779.0,40696.91,10638,69655,1145547.91,946072.63,199475.28,17.41
INV3813,2024-04-11,Maharashtra,Pune,Rachit Kala,Corporate,MG,Hector,SUV,CNG,Automatic,1568499,145501.6,55102.55,9618,24282,1754439.15,1465382.62,289056.53,16.48
INV3814,2025-12-21,Delhi,New Delhi,Shaurya Pai,Government,Mahindra,XUV700,SUV,Petrol,Manual,2313907,225244.37,89195.65,34323,10040,2652630.02,2165226.83,487403.19,18.37
INV3815,2025-10-18,Delhi,New Delhi,Aarav Brahmbhatt,Corporate,MG,Hector,SUV,Diesel,Manual,1695558,151371.34,66209.96,47304,60792,1899651.29,1459368.61,440282.68,23.18
INV3816,2025-12-08,Karnataka,Mysore,Neha Devi,Government,Toyota,Innova Crysta,MPV,Electric,Manual,2112477,190305.83,68214.99,28193,7096,2392094.81,1877783.26,514311.56,21.5
INV3817,2024-12-20,Karnataka,Mysore,Tanish Biswas,Government,Mahindra,XUV700,SUV,Petrol,Automatic,1997901,162792.82,51660.04,7220,57912,2161661.86,1726758.24,434903.63,20.12
INV3818,2025-10-11,Madhya Pradesh,Jabalpur,Widisha Bajwa,Individual,Maruti Suzuki,Brezza,SUV,Diesel,Automatic,1170923,122597.74,33089.52,38180,28436,1336354.26,1036345.08,300009.18,22.45
INV3819,2024-08-06,Madhya Pradesh,Indore,Shivani Nadkarni,Individual,Hyundai,Creta,SUV,Petrol,Manual,1687524,166683.63,43921.3,49239,44120,1903247.93,1488596.02,414651.91,21.79
INV3820,2025-08-29,Karnataka,Mysore,Aayush Bhargava,Corporate,Kia,Seltos,SUV,CNG,Manual,1407631,139567.68,50890.47,26394,69701,1554782.15,1310033.67,244748.47,15.74
INV3821,2025-09-01,Maharashtra,Mumbai,Falguni Ranganathan,Individual,Hyundai,i20,Hatchback,Electric,Automatic,835256,84299.21,25923.62,27955,63212,910221.83,752591.55,157630.28,17.32
INV3822,2024-02-23,Delhi,New Delhi,Urvashi Bhattacharyya,Government,Maruti Suzuki,Swift,Hatchback,Diesel,Manual,851103,78701.01,25669.52,35414,48025,942862.54,744926.58,197935.96,20.99
INV3823,2026-01-15,Delhi,New Delhi,Anmol Handa,Corporate,Toyota,Innova Crysta,MPV,CNG,Automatic,2372496,246003.94,75651.51,35991,15405,2714737.45,2085925.74,628811.71,23.16
INV3824,2025-12-14,Madhya Pradesh,Indore,Jagdish Biswas,Individual,MG,Hector,SUV,Electric,Manual,2231872,262257.68,70539.11,29768,45169,2549267.79,1990926.43,558341.36,21.9
INV3825,2024-10-19,Maharashtra,Pune,Yachana Ramaswamy,Individual,Honda,City,Sedan,Diesel,Automatic,1596142,132731.01,56970.94,30565,10412,1805996.95,1457326.83,348670.12,19.31
INV3826,2025-07-25,Madhya Pradesh,Jabalpur,Abeer Saha,Corporate,MG,Hector,SUV,Petrol,Automatic,1978701,168324.95,76940.13,46246,59260,2210952.08,1740096.16,470855.92,21.3
INV3827,2025-08-07,Madhya Pradesh,Bhopal,Dipta Balakrishnan,Individual,Toyota,Innova Crysta,MPV,CNG,Manual,2377684,272145.66,67783.75,35015,26268,2726360.41,2197704.47,528655.94,19.39
INV3828,2024-07-16,Maharashtra,Mumbai,Vasudha Chawla,Individual,Maruti Suzuki,Swift,Hatchback,Diesel,Manual,713627,70600.35,21742.46,17227,9152,814044.81,631376.37,182668.44,22.44
INV3829,2025-02-25,Maharashtra,Pune,Falan Chana,Corporate,Hyundai,i20,Hatchback,Petrol,Automatic,857777,92212.05,25655.24,48770,61558,962856.29,754040.64,208815.65,21.69
INV3830,2024-08-03,Maharashtra,Nagpur,Anmol Kapur,Government,Tata,Punch,Hatchback,CNG,Manual,720323,76919.74,18756.04,35467,5595,845870.78,635762.45,210108.33,24.84
INV3831,2024-04-13,Karnataka,Bangalore,Pratyush Din,Corporate,Hyundai,Creta,SUV,CNG,Automatic,1795637,155715.62,57628.63,9779,65671,1953089.26,1681045.96,272043.3,13.93
INV3832,2025-08-27,Madhya Pradesh,Indore,Harish Mohanty,Corporate,Honda,City,Sedan,Petrol,Automatic,1318879,148369.78,49445.63,43829,69782,1490741.41,1207280.6,283460.81,19.01
INV3833,2024-07-25,Karnataka,Bangalore,Amara Sachdeva,Corporate,Mahindra,Scorpio-N,SUV,Petrol,Manual,2194768,260915.29,83304.12,34990,65545,2508432.42,1963008.37,545424.04,21.74
INV3834,2024-04-15,Maharashtra,Nagpur,Ishita Badal,Corporate,Kia,Seltos,SUV,Petrol,Automatic,1697939,144857.11,42991.74,5301,27693,1863395.85,1503919.59,359476.26,19.29
INV3835,2024-11-23,Maharashtra,Mumbai,Advika Varma,Government,Honda,City,Sedan,Electric,Automatic,1618269,170369.9,42833.21,5993,10132,1827333.11,1482828.11,344505.0,18.85
INV3836,2024-10-29,Madhya Pradesh,Bhopal,Zinal Prabhakar,Government,Toyota,Innova Crysta,MPV,Electric,Automatic,2123247,241046.19,83914.87,45557,23484,2470281.06,1925549.18,544731.89,22.05
INV3837,2025-08-04,Maharashtra,Nagpur,Ekiya Borra,Government,Maruti Suzuki,Baleno,Hatchback,Petrol,Manual,727548,86220.99,27084.55,45135,58195,827793.54,636216.02,191577.52,23.14
INV3838,2026-02-04,Karnataka,Bangalore,Bhavini Basak,Corporate,Maruti Suzuki,Brezza,SUV,Electric,Automatic,1087929,108994.1,40826.49,9536,40925,1206360.59,1011926.65,194433.94,16.12
INV3839,2024-05-26,Delhi,New Delhi,Jagvi Chander,Corporate,Toyota,Innova Crysta,MPV,CNG,Manual,2514828,218066.23,76377.78,41263,13883,2836652.01,2293181.78,543470.23,19.16
INV3840,2025-10-04,Karnataka,Bangalore,Yachana Natt,Corporate,Toyota,Innova Crysta,MPV,Petrol,Manual,2063026,246554.12,63033.87,8165,35752,2345026.99,1868484.41,476542.58,20.32
INV3841,2025-01-07,Karnataka,Bangalore,Pranav Sarma,Individual,Tata,Punch,Hatchback,CNG,Automatic,901938,101455.19,25769.4,9835,43710,995287.59,800355.99,194931.6,19.59
INV3842,2024-11-02,Delhi,New Delhi,Adweta Prashad,Corporate,Kia,Seltos,SUV,Petrol,Automatic,1756045,184626.25,46428.52,46500,62360,1971239.77,1560572.12,410667.66,20.83
INV3843,2024-12-20,Madhya Pradesh,Indore,Chatresh Narayan,Government,MG,Hector,SUV,Petrol,Manual,1845481,189226.72,47430.44,41402,26195,2097345.17,1652416.38,444928.79,21.21
INV3844,2025-05-10,Karnataka,Bangalore,Omkaar Palla,Government,MG,Hector,SUV,Petrol,Manual,1623146,150467.44,56020.59,35759,33419,1831974.04,1511185.47,320788.56,17.51
INV3845,2025-07-14,Delhi,New Delhi,Neelima Narula,Corporate,MG,Hector,SUV,Diesel,Automatic,2233415,199919.76,67777.17,6234,51658,2455687.94,2013078.37,442609.56,18.02
INV3846,2026-02-04,Madhya Pradesh,Bhopal,Ria Gola,Corporate,Honda,City,Sedan,Petrol,Automatic,1537468,182700.39,60642.75,45423,11278,1814956.14,1440507.47,374448.67,20.63
INV3847,2026-01-28,Delhi,New Delhi,Anvi Solanki,Government,Honda,City,Sedan,Diesel,Automatic,1225330,108972.06,44884.67,6441,6803,1378824.72,1145757.37,233067.35,16.9
INV3848,2024-07-27,Maharashtra,Pune,Pranav Dyal,Individual,Tata,Punch,Hatchback,Electric,Manual,644050,56012.5,24683.66,24292,53039,695999.16,587121.37,108877.79,15.64
INV3849,2025-04-28,Karnataka,Bangalore,Aryan Tella,Individual,MG,Hector,SUV,Electric,Manual,2038313,233295.45,53390.07,23524,7170,2341352.52,1780776.22,560576.3,23.94
INV3850,2025-06-26,Delhi,New Delhi,Henry Raj,Corporate,Hyundai,Creta,SUV,Electric,Automatic,1479512,158362.1,48612.77,44311,39637,1691160.87,1386437.43,304723.44,18.02
INV3851,2024-03-31,Delhi,New Delhi,Anjali Kamdar,Government,Honda,City,Sedan,Diesel,Manual,1246209,123675.79,45226.16,37913,31112,1421911.96,1160207.74,261704.21,18.41
INV3852,2025-03-22,Delhi,New Delhi,Jeremiah Muni,Individual,Toyota,Innova Crysta,MPV,Diesel,Automatic,2105574,179845.58,72553.56,33451,59586,2331838.13,1975331.29,356506.85,15.29
INV3853,2024-09-02,Maharashtra,Mumbai,Balveer Swamy,Individual,Maruti Suzuki,Swift,Hatchback,CNG,Manual,800219,72587.44,27487.72,29353,51894,877753.16,710177.88,167575.28,19.09
INV3854,2025-08-27,Madhya Pradesh,Jabalpur,Omaja Bakshi,Individual,Mahindra,Scorpio-N,SUV,CNG,Automatic,2032855,221569.12,64762.37,9488,33079,2295595.48,1908930.86,386664.63,16.84
INV3855,2024-03-17,Karnataka,Mysore,Nisha Mane,Corporate,Tata,Punch,Hatchback,Diesel,Manual,777855,92389.14,26986.24,28825,11189,914866.38,691062.6,223803.78,24.46
INV3856,2025-05-29,Delhi,New Delhi,Balhaar Chacko,Government,Kia,Seltos,SUV,Petrol,Automatic,1829188,185555.17,61575.42,15240,27425,2064133.58,1649314.71,414818.88,20.1
INV3857,2025-05-11,Karnataka,Mysore,Gagan Behl,Individual,Mahindra,XUV700,SUV,Electric,Automatic,1904716,169043.46,50450.51,8307,59343,2073173.98,1789411.79,283762.18,13.69
INV3858,2024-03-27,Karnataka,Mysore,Adweta Kanda,Corporate,Maruti Suzuki,Swift,Hatchback,CNG,Manual,623920,70154.98,19341.76,5826,14257,704985.74,554218.38,150767.36,21.39
INV3859,2025-07-11,Karnataka,Mysore,Pahal Bhandari,Individual,Hyundai,i20,Hatchback,CNG,Automatic,794809,78865.75,19885.86,37624,9343,921841.61,723605.93,198235.68,21.5
INV3860,2024-08-27,Delhi,New Delhi,Yashica Dugar,Government,Honda,City,Sedan,Petrol,Automatic,1671984,156835.5,58195.75,5718,34447,1858286.25,1500478.22,357808.03,19.25
INV3861,2025-07-20,Karnataka,Mysore,Kamya Mann,Corporate,Mahindra,Scorpio-N,SUV,Petrol,Automatic,1992212,160248.4,72078.24,49903,54962,2219479.65,1780569.12,438910.52,19.78
INV3862,2024-12-23,Karnataka,Bangalore,Rajata Tara,Individual,MG,Hector,SUV,Petrol,Manual,2086985,188339.44,73365.79,22494,6854,2364330.23,1805433.69,558896.54,23.64
INV3863,2025-05-01,Delhi,New Delhi,Mohammed Golla,Corporate,Honda,City,Sedan,CNG,Manual,1472969,129853.28,56221.53,6221,21092,1644172.81,1379524.18,264648.63,16.1
INV3864,2024-09-07,Madhya Pradesh,Indore,Lajita Kulkarni,Government,Hyundai,i20,Hatchback,Diesel,Manual,1005478,81501.79,28105.78,41146,25584,1130647.57,929910.54,200737.04,17.75
INV3865,2024-08-17,Madhya Pradesh,Bhopal,Aditya Kala,Individual,Honda,City,Sedan,CNG,Automatic,1458805,137131.24,55749.8,25693,54396,1622983.04,1319192.53,303790.51,18.72
INV3866,2025-04-14,Delhi,New Delhi,Jacob Nori,Individual,Hyundai,Creta,SUV,Diesel,Manual,1399003,144084.0,42725.75,31724,24102,1593434.75,1282386.93,311047.82,19.52
INV3867,2025-01-07,Maharashtra,Pune,Sneha Kale,Corporate,MG,Hector,SUV,CNG,Automatic,1993237,193959.6,54963.88,41576,48526,2235210.48,1739005.93,496204.55,22.2
INV3868,2024-04-22,Madhya Pradesh,Jabalpur,Aarush Chacko,Government,Tata,Punch,Hatchback,Electric,Automatic,951041,82301.72,36059.8,27058,14374,1082086.52,885191.39,196895.14,18.2
INV3869,2025-08-17,Madhya Pradesh,Bhopal,Panini Sharaf,Individual,Maruti Suzuki,Brezza,SUV,Diesel,Automatic,924290,80709.83,33279.49,15040,66146,987173.32,814648.16,172525.16,17.48
INV3870,2024-03-25,Madhya Pradesh,Jabalpur,Urishilla Ben,Individual,Honda,City,Sedan,Petrol,Manual,1104998,108388.1,27870.58,46820,55092,1232984.68,963915.84,269068.83,21.82
INV3871,2025-11-28,Delhi,New Delhi,Watika Mallick,Individual,Mahindra,Scorpio-N,SUV,Electric,Automatic,2248131,220624.38,83955.87,34480,50619,2536572.25,1956249.74,580322.51,22.88
INV3872,2024-10-21,Delhi,New Delhi,Janaki Lal,Individual,Toyota,Innova Crysta,MPV,Petrol,Manual,2123950,173983.65,66151.45,31746,56441,2339390.1,1850880.05,488510.05,20.88
INV3873,2024-08-19,Madhya Pradesh,Jabalpur,Omkaar Pingle,Individual,Tata,Nexon,SUV,Electric,Automatic,1428759,164432.4,38864.4,49121,43720,1637456.8,1269207.86,368248.94,22.49
INV3874,2024-06-19,Madhya Pradesh,Bhopal,Abeer Boase,Government,Maruti Suzuki,Brezza,SUV,Electric,Manual,1241949,106227.51,32147.08,9686,7473,1382536.59,1124094.01,258442.58,18.69
INV3875,2025-11-25,Delhi,New Delhi,Ayushman Setty,Individual,MG,Hector,SUV,Electric,Automatic,2142082,233270.25,60876.76,6475,43114,2399590.0,1873840.46,525749.54,21.91
INV3876,2024-03-11,Madhya Pradesh,Indore,Divya Sundaram,Individual,Kia,Seltos,SUV,Diesel,Manual,1845562,187207.54,53276.18,7212,8597,2084660.72,1633115.5,451545.22,21.66
INV3877,2024-07-19,Madhya Pradesh,Bhopal,Vyanjana Pall,Government,Mahindra,XUV700,SUV,Petrol,Manual,2572914,251364.31,90246.89,23753,17216,2921062.21,2290724.08,630338.13,21.58
INV3878,2024-11-19,Delhi,New Delhi,Advika Dar,Individual,Tata,Nexon,SUV,Petrol,Manual,1430746,158406.37,45134.89,8560,28958,1613889.26,1271865.6,342023.66,21.19
INV3879,2025-05-06,Delhi,New Delhi,Qasim Shenoy,Individual,MG,Hector,SUV,CNG,Automatic,2290422,270488.12,91459.33,9428,59857,2601940.45,2105880.67,496059.78,19.06
INV3880,2024-11-06,Karnataka,Mysore,Vivaan Mangat,Individual,Honda,City,Sedan,Petrol,Manual,1543802,155638.56,40206.0,9963,36121,1713488.56,1415933.69,297554.86,17.37
INV3881,2025-07-09,Madhya Pradesh,Jabalpur,Xavier Bail,Corporate,Tata,Punch,Hatchback,Electric,Automatic,634044,67203.48,25122.54,29516,39327,716559.01,594808.3,121750.72,16.99
INV3882,2026-01-03,Karnataka,Mysore,Dalaja Johal,Corporate,Mahindra,Scorpio-N,SUV,Petrol,Automatic,1688445,144292.58,50258.73,34726,43572,1874150.31,1516660.98,357489.33,19.07
INV3883,2024-10-24,Delhi,New Delhi,Nidhi Sodhi,Individual,Tata,Nexon,SUV,Electric,Automatic,1294859,123701.69,48828.33,21239,25546,1463082.02,1114283.41,348798.61,23.84
INV3884,2025-12-16,Madhya Pradesh,Indore,Brijesh Char,Individual,Honda,City,Sedan,Diesel,Manual,1273712,125039.1,41909.01,36570,12999,1464231.11,1188363.53,275867.58,18.84
INV3885,2024-11-12,Maharashtra,Mumbai,Nakul Modi,Individual,MG,Hector,SUV,CNG,Automatic,2187425,198604.45,71245.43,44811,54166,2447919.88,1989974.52,457945.36,18.71
INV3886,2025-05-29,Karnataka,Mysore,Lekha Ravi,Individual,Tata,Nexon,SUV,Petrol,Manual,1115775,100147.63,38681.4,31471,26319,1259756.03,1031624.61,228131.42,18.11
INV3887,2024-02-19,Karnataka,Bangalore,Sarthak Issac,Individual,Maruti Suzuki,Swift,Hatchback,Electric,Automatic,887584,72082.99,23493.32,17193,51134,949219.31,781137.38,168081.93,17.71
INV3888,2024-03-30,Maharashtra,Pune,Chameli Bava,Individual,Kia,Seltos,SUV,Electric,Automatic,1403324,162341.59,35355.78,19249,25652,1594618.37,1218365.17,376253.2,23.6
INV3889,2024-04-21,Karnataka,Mysore,Ekbal Upadhyay,Government,MG,Hector,SUV,Diesel,Automatic,2047664,220610.28,81891.04,28660,20571,2358254.31,1809554.54,548699.77,23.27
INV3890,2024-03-19,Karnataka,Mysore,Finn Sathe,Individual,Mahindra,XUV700,SUV,CNG,Manual,2082043,169628.01,70273.65,35840,24779,2333005.66,1937560.19,395445.47,16.95
INV3891,2025-05-11,Delhi,New Delhi,Guneet Dugal,Individual,Mahindra,XUV700,SUV,Diesel,Automatic,2339178,241899.25,73470.11,32117,56721,2629943.36,2116099.21,513844.15,19.54
INV3892,2024-11-13,Delhi,New Delhi,Yashvi Menon,Government,Mahindra,XUV700,SUV,CNG,Manual,2286177,185794.49,73565.01,48417,47326,2546627.5,2013956.84,532670.66,20.92
INV3893,2025-06-18,Karnataka,Bangalore,Qushi Verma,Individual,MG,Hector,SUV,Diesel,Manual,2247675,193746.45,70915.0,28493,69713,2471116.45,1965673.85,505442.6,20.45
INV3894,2025-02-25,Delhi,New Delhi,Azaan Chad,Corporate,Kia,Seltos,SUV,Petrol,Automatic,1836655,153362.41,55768.87,45979,28089,2063676.27,1700773.71,362902.56,17.59
INV3895,2024-04-11,Madhya Pradesh,Bhopal,Shaurya Kale,Individual,Tata,Nexon,SUV,Diesel,Automatic,1104741,118500.28,28357.93,17134,26420,1242313.21,1010168.85,232144.37,18.69
INV3896,2025-10-22,Karnataka,Bangalore,Irya Mahajan,Corporate,Hyundai,Creta,SUV,Electric,Manual,1583385,174008.78,59445.41,9364,56179,1770024.18,1364096.13,405928.05,22.93
INV3897,2024-10-27,Maharashtra,Pune,Yochana Batra,Government,Mahindra,XUV700,SUV,Petrol,Automatic,2180214,210269.74,71835.06,39675,18868,2483125.8,1955502.06,527623.74,21.25
INV3898,2024-05-17,Maharashtra,Mumbai,Aashi Arora,Individual,Mahindra,XUV700,SUV,Electric,Manual,2253770,263975.15,67555.2,35071,60345,2560026.36,2089077.16,470949.2,18.4
INV3899,2026-02-12,Madhya Pradesh,Bhopal,Wahab Murthy,Government,Honda,City,Sedan,Petrol,Manual,1310751,106481.66,45781.9,10138,55039,1418113.56,1184979.78,233133.78,16.44
INV3900,2024-10-13,Karnataka,Mysore,Ekanta Sabharwal,Corporate,Mahindra,XUV700,SUV,Petrol,Automatic,2214221,257559.1,68378.88,49367,5385,2584140.98,1959211.07,624929.91,24.18
INV3901,2024-10-21,Delhi,New Delhi,Sanya Mander,Individual,MG,Hector,SUV,CNG,Automatic,2029487,232174.67,53157.4,14103,18803,2310119.07,1861246.44,448872.63,19.43
INV3902,2025-04-19,Madhya Pradesh,Jabalpur,Oeshi Deshpande,Government,Tata,Nexon,SUV,CNG,Automatic,1430509,157504.22,53486.1,10488,24327,1627660.32,1238724.92,388935.39,23.9
INV3903,2025-08-11,Maharashtra,Mumbai,Chanakya Bhavsar,Individual,Kia,Seltos,SUV,CNG,Automatic,1319692,156882.37,34588.02,9886,65738,1455310.39,1192097.43,263212.96,18.09
INV3904,2025-01-14,Delhi,New Delhi,Tanvi Tandon,Government,Mahindra,XUV700,SUV,Petrol,Automatic,1838141,161964.5,61715.75,18420,34728,2045513.25,1689659.32,355853.94,17.4
INV3905,2025-10-20,Madhya Pradesh,Bhopal,Adya Kant,Corporate,Tata,Nexon,SUV,Electric,Manual,1101210,97910.58,30951.28,21435,31342,1220164.86,982915.62,237249.24,19.44
INV3906,2024-07-01,Madhya Pradesh,Indore,Maanav Rana,Corporate,Tata,Nexon,SUV,Diesel,Manual,1149676,114369.67,43471.46,36703,14049,1330171.13,1035218.18,294952.95,22.17
INV3907,2025-09-16,Delhi,New Delhi,Robert Khatri,Government,Tata,Nexon,SUV,CNG,Automatic,1062221,111613.2,39268.3,14054,61110,1166046.5,918393.71,247652.79,21.24
INV3908,2025-09-14,Maharashtra,Mumbai,Nicholas Bhalla,Individual,Toyota,Innova Crysta,MPV,Electric,Manual,2497344,273231.83,97303.01,21231,37485,2851624.85,2312280.35,539344.5,18.91
INV3909,2024-06-19,Delhi,New Delhi,Tejas Kannan,Corporate,Hyundai,i20,Hatchback,Diesel,Manual,1025442,118006.24,40147.08,25468,34811,1174252.31,885992.55,288259.76,24.55
INV3910,2025-02-13,Delhi,New Delhi,Ishwar Tripathi,Corporate,Honda,City,Sedan,Electric,Manual,1471458,169063.69,42261.7,10657,46650,1646790.39,1269414.86,377375.53,22.92
INV3911,2024-10-11,Madhya Pradesh,Bhopal,Manbir Nath,Corporate,MG,Hector,SUV,Petrol,Automatic,2197888,187745.36,77455.07,46178,45818,2463448.42,1995877.84,467570.59,18.98
INV3912,2026-02-04,Karnataka,Bangalore,Baljiwan Ray,Government,Honda,City,Sedan,Electric,Manual,1387184,158709.75,54967.92,21904,30500,1592265.66,1258738.46,333527.2,20.95
INV3913,2025-06-09,Madhya Pradesh,Indore,Nilima Loyal,Individual,Honda,City,Sedan,CNG,Manual,1289391,134751.69,47791.98,26963,35012,1463885.66,1189113.55,274772.12,18.77
INV3914,2025-06-09,Madhya Pradesh,Indore,Omisha Ahuja,Corporate,MG,Hector,SUV,Petrol,Manual,1800406,201964.3,66173.13,18700,26412,2060831.43,1622450.86,438380.57,21.27
INV3915,2025-10-18,Madhya Pradesh,Indore,Krishna Oommen,Individual,Mahindra,Scorpio-N,SUV,CNG,Automatic,2080766,227726.48,72549.78,17644,34391,2364295.26,1931867.23,432428.03,18.29
INV3916,2025-10-22,Karnataka,Mysore,Pranav Patel,Government,Maruti Suzuki,Brezza,SUV,Diesel,Automatic,1247145,135415.33,40097.41,36899,27348,1432208.75,1098669.2,333539.54,23.29
INV3917,2025-06-28,Madhya Pradesh,Jabalpur,Ronith Gokhale,Government,Toyota,Innova Crysta,MPV,CNG,Automatic,1881097,184129.27,57436.11,22429,15605,2129486.37,1753587.63,375898.75,17.65
INV3918,2025-07-21,Madhya Pradesh,Jabalpur,Pooja Kade,Corporate,Maruti Suzuki,Swift,Hatchback,Petrol,Manual,682810,79194.5,24387.56,44025,24104,806313.06,595456.15,210856.91,26.15
INV3919,2025-12-20,Delhi,New Delhi,Anvi Chada,Corporate,Hyundai,Creta,SUV,Electric,Automatic,1509304,129917.75,51907.16,16019,27270,1679877.91,1388475.81,291402.11,17.35
INV3920,2025-06-15,Delhi,New Delhi,Harish Chacko,Corporate,MG,Hector,SUV,CNG,Manual,1891992,173610.42,56872.88,34163,34586,2122052.3,1674841.96,447210.34,21.07
INV3921,2024-12-26,Delhi,New Delhi,Ekaraj Chawla,Government,Maruti Suzuki,Swift,Hatchback,Electric,Automatic,889965,91096.36,24398.73,34371,44565,995266.09,784962.31,210303.78,21.13
INV3922,2025-03-01,Madhya Pradesh,Indore,Jason Hari,Corporate,Toyota,Innova Crysta,MPV,CNG,Automatic,1947523,163031.43,70518.77,30156,42969,2168260.2,1743794.9,424465.3,19.58
INV3923,2024-11-11,Madhya Pradesh,Bhopal,Vansha Lalla,Government,Mahindra,XUV700,SUV,Diesel,Automatic,1773701,202471.0,70064.03,12882,64475,1994643.03,1537064.43,457578.6,22.94
INV3924,2025-12-27,Karnataka,Bangalore,Barkha Chahal,Individual,Mahindra,XUV700,SUV,Petrol,Automatic,2174199,239127.35,61328.47,49023,17232,2506445.82,1947308.48,559137.34,22.31
INV3925,2024-04-06,Karnataka,Bangalore,Tanay Dhingra,Individual,Hyundai,i20,Hatchback,Petrol,Automatic,896136,104994.46,27935.17,26812,31695,1024182.63,777328.55,246854.08,24.1
INV3926,2024-10-03,Karnataka,Bangalore,Triveni Chaudhry,Individual,Hyundai,Creta,SUV,Diesel,Automatic,1471671,144734.38,40437.36,9068,36593,1629317.74,1269919.67,359398.06,22.06
INV3927,2024-03-10,Maharashtra,Pune,Mugdha Rai,Corporate,Honda,City,Sedan,Petrol,Automatic,1140544,102610.88,40947.58,27531,43652,1267981.47,986309.08,281672.39,22.21
INV3928,2025-07-26,Madhya Pradesh,Jabalpur,Nimrat Chakrabarti,Government,MG,Hector,SUV,Electric,Manual,2203442,200499.57,74147.48,43755,64523,2457321.05,1984305.43,473015.63,19.25
INV3929,2024-06-30,Madhya Pradesh,Indore,Hiral Tella,Corporate,Toyota,Innova Crysta,MPV,CNG,Automatic,2194128,237328.71,70503.62,19990,43795,2478155.34,1909395.66,568759.67,22.95
INV3930,2024-03-31,Madhya Pradesh,Bhopal,Aarnav Barad,Individual,Honda,City,Sedan,CNG,Automatic,1383590,137988.53,49908.29,32494,10842,1593138.82,1245233.43,347905.39,21.84
INV3931,2025-05-23,Delhi,New Delhi,George Batta,Government,Mahindra,Scorpio-N,SUV,Diesel,Automatic,1968385,214645.26,61323.12,9771,34165,2219959.38,1839486.55,380472.83,17.14
INV3932,2024-12-03,Delhi,New Delhi,Tamanna Barad,Individual,MG,Hector,SUV,Petrol,Manual,1890282,172203.84,56062.82,20615,57370,2081793.66,1657360.62,424433.03,20.39
INV3933,2025-01-20,Madhya Pradesh,Jabalpur,Mitesh Joshi,Government,Hyundai,Creta,SUV,Electric,Manual,1455201,124182.77,36710.75,22086,52494,1585686.52,1346350.92,239335.6,15.09
INV3934,2024-03-09,Madhya Pradesh,Indore,Lopa Bava,Individual,Maruti Suzuki,Swift,Hatchback,CNG,Manual,814969,78465.13,32190.28,19625,65012,880237.41,735827.66,144409.75,16.41
INV3935,2024-09-14,Karnataka,Mysore,Jatin Rau,Government,Toyota,Innova Crysta,MPV,Diesel,Manual,2059440,189860.29,70863.85,11499,38234,2293429.15,1925034.62,368394.53,16.06
INV3936,2025-09-03,Delhi,New Delhi,Kevin Gokhale,Corporate,Mahindra,XUV700,SUV,Diesel,Manual,2515896,217213.43,77901.29,46133,7559,2849584.72,2244265.88,605318.84,21.24
INV3937,2025-01-14,Maharashtra,Mumbai,Aarini Tak,Government,MG,Hector,SUV,Petrol,Automatic,1982378,212622.7,67654.07,11961,37820,2236795.77,1806701.03,430094.74,19.23
INV3938,2024-03-08,Karnataka,Bangalore,Madhav Bath,Government,Maruti Suzuki,Brezza,SUV,Electric,Automatic,1204339,141088.13,34199.38,8132,64648,1323110.51,1060542.31,262568.19,19.84
INV3939,2026-02-03,Madhya Pradesh,Bhopal,Vasana Mani,Individual,Maruti Suzuki,Swift,Hatchback,CNG,Manual,611537,52388.34,15556.96,47554,43113,683923.3,527925.86,155997.44,22.81
INV3940,2025-02-17,Karnataka,Mysore,Naveen Grover,Government,Kia,Seltos,SUV,Petrol,Automatic,1818902,163671.58,47899.79,47327,18096,2059704.37,1670102.29,389602.08,18.92
INV3941,2026-02-14,Delhi,New Delhi,Yuvraj Ahluwalia,Government,Kia,Seltos,SUV,Diesel,Automatic,1851969,155823.22,60576.56,23166,51961,2039573.78,1694521.98,345051.8,16.92
